protein,SIMmin_7CUT0,SIMmax_7CUT0,SIMavg_7CUT0,SIMavgT5_7CUT0,SIMmin_7CUT1,SIMmax_7CUT1,SIMavg_7CUT1,SIMavgT5_7CUT1,SIMmin_7CUT2,SIMmax_7CUT2,SIMavg_7CUT2,SIMavgT5_7CUT2,SIMmin_7CUT3,SIMmax_7CUT3,SIMavg_7CUT3,SIMavgT5_7CUT3,SIMmin_7CUT4,SIMmax_7CUT4,SIMavg_7CUT4,SIMavgT5_7CUT4,SIMmin_7CUT5,SIMmax_7CUT5,SIMavg_7CUT5,SIMavgT5_7CUT5,SIMmin_7CUT6,SIMmax_7CUT6,SIMavg_7CUT6,SIMavgT5_7CUT6,SIMmin_7CUT7,SIMmax_7CUT7,SIMavg_7CUT7,SIMavgT5_7CUT7
TAAR5_MOUSE,10.58,89.68,37.41233384853168,62.71,0.41,77.27,18.507161936560934,59.093999999999994,7.95,94.83,50.46247295208657,74.83,13.62,98.61,50.76040185471417,79.25399999999999,12.88,95.95,40.2265533230294,64.218,12.59,95.08,34.53884080370939,64.728,6.44,64.0,41.10588871715616,60.64200000000001,,,,
TRFR_HUMAN,10.73,84.71,35.544157650695524,54.958000000000006,1.06,47.06,15.614689075630261,45.38,7.11,82.46,51.279459041731066,77.794,12.21,84.93,50.247337461300255,68.338,15.74,80.0,42.41605873261209,62.726,10.14,87.64,27.837465224111327,51.48,6.11,97.83,40.12562596599685,68.136,2.13,85.11,14.62909760589314,47.288
TRHR_MOUSE,11.27,84.71,36.13034003091185,55.928,1.08,38.1,14.693338926174505,38.1,7.53,82.46,51.509103554868624,77.036,12.21,84.93,50.247337461300255,68.338,15.81,80.0,43.59219474497684,65.232,10.87,87.64,28.20863987635246,52.698,6.49,97.83,40.25785162287477,67.318,1.8,85.11,14.872633517495421,47.629999999999995
TSHR_HUMAN,13.03,36.84,19.599752704791335,32.646,0.41,17.6,2.6483913764510714,11.138,10.62,35.57,15.658516228748118,30.032,14.08,70.11,43.496074188562595,66.296,12.78,85.51,41.63408037094281,76.316,8.86,86.27,31.69837712519311,77.458,6.74,61.54,39.97727975270475,58.315999999999995,1.92,36.54,13.548495412844007,34.618
UR2R_HUMAN,11.87,65.54,35.37250386398765,53.33200000000001,1.98,45.95,16.703513071895394,43.784000000000006,7.51,56.92,39.39918083462144,55.266000000000005,12.25,97.14,50.64774343122086,77.956,15.42,95.77,45.505919629057146,74.356,8.4,59.38,33.08703245749612,54.674,7.25,58.06,36.97037094281286,57.17,2.31,50.0,16.200537037037048,39.472
UR2R_MOUSE,11.54,83.59,35.9417310664606,57.644000000000005,2.27,74.42,14.981086956521718,54.516,7.95,96.3,46.783493044822336,75.26,12.25,94.44,50.759644513137474,76.42,14.1,98.59,44.195950540958236,74.226,9.71,98.36,32.997202472952075,64.138,7.81,59.38,36.115440494590544,53.322,1.57,46.67,18.15192660550457,42.0
UR2R_RAT,11.48,83.59,36.074930448222574,58.224000000000004,2.17,74.42,15.13586956521737,48.022000000000006,7.95,96.3,47.75576506955177,77.08000000000001,12.25,97.14,51.47387944358573,78.588,13.66,98.59,44.23697063369393,74.026,9.71,98.36,32.84335394126739,63.660000000000004,6.11,59.38,35.626707882534795,51.774,1.54,54.84,18.86557971014493,48.709999999999994
V1AR_HUMAN,12.0,78.18,33.535455950540964,58.384,2.0,51.85,18.649883333333328,43.480000000000004,8.47,62.96,35.99486862442044,53.967999999999996,13.15,98.59,44.63564142194735,66.446,13.48,73.33,41.71451313755807,72.842,11.67,73.63,29.233863987635242,61.709999999999994,5.7,90.2,38.917387944358474,69.458,2.31,97.3,17.00479853479847,50.072
V1AR_RAT,11.43,78.18,33.06882534775892,56.418000000000006,1.91,51.85,18.432466887417252,46.718,8.26,62.96,35.96998454404948,53.00599999999999,13.62,98.59,44.76646058732599,65.71400000000001,12.93,73.17,39.85972179289021,63.69,10.94,73.63,28.349026275115992,57.986000000000004,5.32,90.2,39.393941267387824,70.2,2.31,97.3,17.109358974358912,49.532000000000004
V1BR_HUMAN,11.65,53.1,33.278763523956705,51.470000000000006,0.9,47.06,14.763058823529416,44.20399999999999,7.66,54.69,36.83273570324573,53.362,13.08,81.69,48.41531684698609,71.25,15.15,78.95,42.43935085007731,73.946,11.68,61.7,28.27021638330756,55.2,6.08,62.96,38.551391035548626,58.148,2.0,32.0,14.758571428571432,31.896000000000004
V2R_HUMAN,10.34,79.69,34.13630602782071,61.616,1.2,50.0,18.98572131147539,47.144,7.97,66.13,38.9080525502319,59.224000000000004,11.42,88.0,42.55253477588874,74.70599999999999,14.72,89.47,40.33794435857808,70.84,9.52,81.48,30.027712519319895,60.972,5.73,93.62,41.45474497681601,74.26599999999999,1.18,88.24,16.47304990757853,64.70599999999999
V2R_PIG,10.68,79.69,34.72462132921178,61.95399999999999,1.91,44.0,19.16952380952383,44.0,6.84,66.13,37.14200927357034,55.29,12.09,88.0,46.01213292117471,74.962,15.15,89.47,42.077805255023236,74.72,9.85,86.67,29.834544049459076,65.23,5.85,93.62,41.539273570324454,73.00800000000001,1.18,82.35,16.032611940298512,58.824
V2R_RAT,10.37,70.07,34.01409582689339,59.64,1.64,52.63,20.348785357737125,48.474000000000004,6.72,53.42,34.01741885625948,50.372,12.39,81.94,43.8163833075733,77.91999999999999,14.66,72.29,41.81921174652242,63.160000000000004,8.98,86.67,30.210865533230272,64.278,5.34,91.49,41.632302936630595,72.08000000000001,1.18,88.24,15.59854243542433,58.826
VIPR1_RAT,11.67,53.42,26.164884080370893,45.838,1.54,33.85,10.512658862876254,30.006,11.07,51.59,22.257465224111314,38.97,11.88,70.67,37.95565687789789,61.64200000000001,10.82,84.38,37.35982998454406,69.216,7.35,75.47,27.28185471406483,57.438,7.25,65.45,32.87210200927351,60.298,1.92,43.75,16.995128205128175,40.884
VIPR2_HUMAN,9.95,43.34,25.80318392581143,40.136,0.93,26.09,9.981452145214543,24.46,9.25,38.36,21.496754250386495,36.07000000000001,11.21,56.1,34.170741885625965,53.513999999999996,10.34,83.08,36.405687789799,66.95,6.67,75.47,27.74472952086557,59.778,6.11,71.43,35.77680061823796,68.982,2.08,43.59,16.100054545454565,42.144
W5VNF7_CANLF,11.22,94.03,34.32925811437404,80.814,2.5,97.37,17.12741293532338,64.112,7.11,98.11,44.06621329211757,84.534,13.69,97.14,42.636228748068085,91.03999999999999,12.39,94.03,41.96454404945905,90.44800000000001,10.16,80.88,31.94987635239565,76.76199999999999,5.73,95.92,42.93576506955178,89.39000000000001,2.05,97.5,14.328638838475493,61.306
hMOR1,12.62,94.04,38.31061823802165,92.75200000000001,1.52,72.73,20.82538200339558,68.184,12.1,90.43,35.362006269592484,89.516,12.87,90.14,54.4557324840765,90.14,18.03,88.16,45.00821428571427,88.16,11.44,96.67,37.20280620155042,94.67,7.63,97.96,42.833834115805956,97.96,1.54,70.97,16.67926062846582,67.136
hMOR1A,12.46,94.29,38.18630602782069,92.90200000000002,1.52,72.73,20.82538200339558,68.184,12.1,90.43,35.362006269592484,89.516,12.87,90.14,54.4557324840765,90.14,18.18,89.74,43.51399068322987,89.74,10.63,91.67,36.65018633540375,91.00200000000001,7.63,97.96,42.833834115805956,97.96,0.78,91.3,17.567555147058815,77.92999999999999
hMOR1B1,12.85,95.81,37.882581143740325,93.24199999999999,1.52,72.73,20.82538200339558,68.184,12.1,90.43,35.362006269592484,89.516,12.87,90.14,54.4557324840765,90.14,18.38,88.16,44.53506998444794,87.48999999999998,10.63,91.67,36.65018633540375,91.00200000000001,7.63,97.96,42.833834115805956,97.96,1.18,64.86,16.25840366972474,61.620000000000005
hMOR1B2,12.44,95.81,38.17695517774343,93.80600000000001,1.52,72.73,20.82538200339558,68.184,12.1,90.43,35.362006269592484,89.516,12.87,90.14,54.4557324840765,90.14,18.38,88.16,44.53506998444794,87.48999999999998,10.63,91.67,36.65018633540375,91.00200000000001,7.63,97.96,42.833834115805956,97.96,1.08,75.0,16.251100917431216,69.978
hMOR1B3,12.6,93.4,37.37576506955172,92.516,1.52,72.73,20.82538200339558,68.184,12.1,90.43,35.362006269592484,89.516,12.87,90.14,54.4557324840765,90.14,19.3,89.74,43.29693146417453,88.754,10.51,86.44,33.70178125000005,85.51599999999999,7.63,97.96,42.833834115805956,97.96,1.96,64.71,16.321633027522935,64.71
hMOR1B4,12.15,88.37,37.8949613601237,87.006,1.52,72.73,20.82538200339558,68.184,12.1,90.43,35.362006269592484,89.516,12.87,90.14,54.4557324840765,90.14,17.87,84.81,42.55298299845452,84.81,10.18,84.13,36.59699690402487,82.978,7.25,95.92,44.49933436532504,95.92,0.68,43.48,15.834280442804399,40.711999999999996
hMOR1B5,13.26,90.0,37.06054095826899,87.894,1.52,72.73,20.82538200339558,68.184,12.1,90.43,35.362006269592484,89.516,12.87,90.14,54.4557324840765,90.14,18.38,88.16,44.53506998444794,87.48999999999998,10.63,91.67,36.65018633540375,91.00200000000001,7.88,94.23,41.63242658423493,94.23,2.04,31.25,13.96080291970804,30.738
hMOR1O,12.93,92.42,36.65336939721792,90.70400000000001,1.52,72.73,20.82538200339558,68.184,12.1,90.43,35.362006269592484,89.516,12.87,90.14,54.4557324840765,90.14,18.18,89.74,43.51399068322987,89.74,10.51,86.44,33.70178125000005,85.51599999999999,7.63,97.96,42.833834115805956,97.96,2.04,53.06,14.673284403669681,50.00000000000001
hMOR1X,13.04,82.63,35.37511591962903,82.01199999999999,1.52,72.73,20.82538200339558,68.184,12.1,90.43,35.362006269592484,89.516,12.87,90.14,54.4557324840765,90.14,18.38,88.16,44.53506998444794,87.48999999999998,11.44,96.67,36.88635658914735,94.00200000000001,7.25,95.92,44.49933436532504,95.92,1.27,30.38,10.486845018450172,25.822000000000003
hMOR1Y,12.83,94.39,37.6565687789799,93.062,1.52,72.73,20.82538200339558,68.184,12.1,90.43,35.362006269592484,89.516,12.87,90.14,54.4557324840765,90.14,18.38,88.16,44.53506998444794,87.48999999999998,10.51,86.44,33.70178125000005,85.51599999999999,7.63,97.96,42.833834115805956,97.96,1.57,66.67,17.076385321100897,64.49000000000001
mMOR1,12.62,95.02,38.206136012364794,84.234,1.75,50.91,11.643653198653196,38.91,9.31,78.67,49.98372093023259,75.874,12.87,90.14,54.4557324840765,90.14,18.03,88.16,45.00821428571427,88.16,11.44,96.67,37.20280620155042,94.67,7.25,97.96,43.049625585023385,97.96,1.54,70.97,16.67926062846582,67.136
mMOR1A,12.47,95.02,38.27689335394124,81.98400000000001,1.75,50.91,11.643653198653196,38.91,9.31,78.67,49.98372093023259,75.874,12.87,90.14,54.4557324840765,90.14,18.03,88.16,45.00821428571427,88.16,10.18,84.13,36.59699690402487,82.978,7.25,97.96,43.049625585023385,97.96,1.15,91.3,17.560863970588247,76.662
mMOR1B1,12.46,94.38,38.05301391035547,92.36600000000001,1.22,86.36,18.760588235294115,75.456,11.69,97.83,36.267705426356606,91.91,12.87,90.14,54.4557324840765,90.14,19.3,89.74,43.29693146417453,88.754,11.44,96.67,36.88635658914735,94.00200000000001,7.25,97.96,43.049625585023385,97.96,1.18,83.33,17.231596330275263,76.744
mMOR1B2,12.54,94.38,37.387557959814515,89.798,1.22,86.36,18.760588235294115,75.456,11.69,97.83,36.267705426356606,91.91,12.87,90.14,54.4557324840765,90.14,19.3,89.74,43.29693146417453,88.754,11.44,96.67,36.88635658914735,94.00200000000001,7.25,97.96,43.049625585023385,97.96,2.31,50.0,16.101504587155993,49.048
mMOR1C,13.52,86.53,36.015610510046386,76.002,1.75,50.91,11.643653198653196,38.91,9.31,78.67,49.98372093023259,75.874,12.87,90.14,54.4557324840765,90.14,18.03,88.16,45.00821428571427,88.16,11.44,96.67,37.20280620155042,94.67,7.6,87.93,38.00353941267379,85.17,1.61,33.82,13.660957642725627,29.988
mMOR1D,12.27,93.53,37.51828438948998,91.832,1.22,86.36,18.760588235294115,75.456,11.69,97.83,36.267705426356606,91.91,12.87,90.14,54.4557324840765,90.14,18.18,89.74,43.51399068322987,89.74,10.51,86.44,33.70178125000005,85.51599999999999,7.25,97.96,43.049625585023385,97.96,1.18,80.77,16.925882352941183,73.72
mMOR1U,13.52,81.86,33.10347758887175,71.476,2.56,50.91,16.279270315091217,44.906,9.84,78.67,42.37781733746128,73.602,12.87,90.14,54.4557324840765,90.14,19.3,89.74,43.29693146417453,88.754,10.51,86.44,33.70178125000005,85.51599999999999,7.25,97.96,43.049625585023385,97.96,0.93,21.5,7.432183486238544,20.378
